year,maker,model,color,trans,drivet,mileage,price,body_code
2015,Mercedes-Benz,S 63 AMG,Black,Automatic,AWD,27142,74990,20211
2018,Honda,Civic LX,White,CVT,FWD,19731,18977,20211
2012,Nissan,Altima 2.5 S,White,CVT,FWD,99064,9998,20211
2016,Audi,A4 2.0T Premium,White,CVT,FWD,17904,20900,20211
2017,Audi,A4 2.0T,White,Automatic,AWD,21601,26900,20211
2017,Audi,A8 L 4.0T Sport,Blue,Automatic,AWD,40494,46988,20211
2018,Chrysler,300 Limited,Black,Automatic,RWD,47920,19501,20211
2015,Kia,K900 Premium,Silver,Automatic,RWD,51421,19290,20211
2014,Mercedes-Benz,CLS 550 4MATIC,Blue,Automatic,AWD,40642,28600,20211
2017,INFINITI,Q70 3.7X,Black,Automatic,RWD,30313,25150,20211
2016,Acura,TLX V6,Black,Automatic,FWD,9528,22800,20211
2012,Audi,A6 3.0T Premium quattro,Black,Automatic,AWD,74828,18999,20211
2017,Nissan,Maxima 3.5 Platinum,Blue,CVT,FWD,34453,21988,20211
2015,Lexus,IS 250 250,Blue,Automatic,RWD,36202,22777,20211
2015,BMW,528 i,White,Automatic,RWD,52140,19300,20211
2016,BMW,535d Base,Black,Automatic,RWD,27007,29700,20211
2015,BMW,528 i,White,Automatic,RWD,68000,17995,20211
2017,Mercedes-Benz,E 300 Sport,Gray,Automatic,RWD,42860,29995,20211
2017,Mercedes-Benz,E 300,Black,Automatic,RWD,32555,32997,20211
2010,Toyota,Camry LE,Blue,Automatic,FWD,74851,8995,20211
2016,Mercedes-Benz,C300 4MATIC,Silver,Automatic,AWD,29693,25395,20211
2015,Toyota,Corolla L,Other,Automatic,FWD,73061,11299,20211
2016,BMW,640 Gran Coupe i,White,Automatic,RWD,25472,42292,20211
2017,Mercedes-Benz,E 300 Sport,Green,Automatic,RWD,21500,36999,20211
2016,BMW,750 i xDrive,White,Automatic,AWD,29579,47551,20211
2016,Lexus,GS 200t Base,Blue,Automatic,RWD,8765,27992,20211
2015,INFINITI,Q50 Hybrid Premium,White,Automatic,RWD,29538,23995,20211
2016,Lexus,IS 200t Base,Silver,Automatic,RWD,26277,26781,20211
2019,BMW,740 i,Black,Automatic,RWD,18832,48988,20211
2018,Toyota,Camry LE,Black,Automatic,FWD,40952,18995,20211
2017,Honda,Accord Sport SE,Blue,CVT,FWD,17846,20000,20211
2017,Nissan,Altima 2.5 SV,Silver,Automatic,FWD,40725,13500,20211
2018,Volvo,S90 T5 Momentum,White,Automatic,FWD,25175,26988,20211
2016,Kia,Optima Hybrid EX,Black,Automatic,FWD,20857,16969,20211
2018,Mercedes-Benz,C 300,Gray,Automatic,RWD,8637,30984,20211
2018,INFINITI,Q70 3.7X LUXE,Black,Automatic,AWD,40719,24999,20211
2017,Mercedes-Benz,E 300,Silver,Automatic,RWD,18332,32900,20211
2013,Tesla,Model S Base,White,Automatic,RWD,61147,34700,20211
2015,Dodge,Charger SE,Gray,Automatic,RWD,118297,12888,20211
2014,Honda,Civic LX,Gray,CVT,FWD,45096,11491,20211
2017,Mercedes-Benz,E 300,Gray,Automatic,RWD,37912,31491,20211
2015,Lexus,IS 250,White,Automatic,RWD,45619,24980,20211
2016,Honda,Civic EX-L,White,CVT,FWD,16321,18465,20211
2017,Subaru,WRX Base,Blue,Manual,AWD,22439,22884,20211
2014,Hyundai,Elantra SE,Gray,Automatic,FWD,75511,7588,20211
2017,Cadillac,CT6 3.0L Twin Turbo Luxury,Black,Automatic,AWD,30522,39247,20211
2018,Cadillac,XTS Luxury,Silver,Automatic,FWD,18312,25998,20211
2016,Mazda,Mazda3 i Touring,Silver,Manual,FWD,33457,15000,20211
2015,Kia,K900 Luxury,Black,Automatic,RWD,58711,18995,20211
2013,Toyota,Corolla L,White,Automatic,FWD,51467,10888,20211
2013,Ford,Fusion SE,Blue,Automatic,FWD,48053,9750,20211
2016,Nissan,Altima 2.5 SR,Black,CVT,FWD,33241,13888,20211
2018,Chrysler,300 S,White,Automatic,RWD,33599,19790,20211
2012,Dodge,Charger R/T,Black,Automatic,RWD,84684,15782,20211
2018,Chrysler,300 Limited,White,Automatic,RWD,20045,22683,20211
2017,INFINITI,Q50 Base,White,Automatic,RWD,31550,19682,20211
2014,Mazda,Mazda6 i Grand Touring,Gray,Automatic,FWD,97641,11000,20211
2015,Hyundai,Genesis 3.8,Black,Automatic,AWD,87132,15000,20211
2016,Acura,ILX 2.4L,White,Automanual,FWD,47946,17000,20211
2018,Dodge,Charger SXT,Red,Automatic,RWD,21351,23000,20211
2011,Buick,Regal CXL Turbo,White,Automatic,FWD,18176,13800,20211
2012,Toyota,Camry SE,Black,Automatic,FWD,117139,9999,20211
2013,Hyundai,Sonata Limited,Silver,Automatic,FWD,113240,8499,20211
2016,Jaguar,XJ R-Sport,Blue,Automatic,AWD,11749,38530,20211
2019,Audi,S4 3.0T quattro Premium,White,Automatic,AWD,2276,46000,20211
2017,Maserati,Ghibli S,Black,Automatic,RWD,25575,37000,20211
2017,Audi,A3 2.0T Premium Plus,White,Automatic,AWD,23509,25500,20211
2018,Volkswagen,Jetta 1.4T S,White,Automatic,FWD,6000,13888,20211
2016,Lexus,LS 460,Gray,Automatic,RWD,43321,42998,20211
2018,Lexus,IS 300 Base,White,Automatic,RWD,12669,31489,20211
2015,Kia,Optima Hybrid Base,White,Automatic,FWD,36203,14789,20211
2016,Toyota,Avalon Hybrid XLE Premium,Silver,Automatic,FWD,44680,22789,20211
2018,Honda,Accord LX,Beige,CVT,FWD,7562,21999,20211
2016,BMW,740 i,Black,Automatic,RWD,25163,40888,20211
2016,Mercedes-Benz,CLS 400,Black,Automatic,RWD,35314,34884,20211
2016,Mercedes-Benz,E 350,Black,Automatic,RWD,73323,21490,20211
2019,Cadillac,XTS Luxury,Silver,Automatic,FWD,30629,25847,20211
2016,Acura,TLX Tech,Black,Automatic,FWD,41720,20999,20211
2016,Audi,A6 3.0 TDI Premium Plus,Gray,Automatic,AWD,37131,29998,20211
2016,Audi,A6 2.0T Premium Plus,Gray,Automatic,AWD,33681,23998,20211
2016,Maserati,Quattroporte S,Gray,Automatic,RWD,32845,38888,20211
2017,Buick,LaCrosse Premium,Blue,Automatic,FWD,43858,20995,20211
2016,Cadillac,ATS 2.0L Turbo Luxury,Gray,Automatic,RWD,21959,19000,20211
2011,Mercedes-Benz,E 63 AMG,Gray,Automatic,RWD,54885,30500,20211
2017,Lexus,GS 350 F Sport,White,Automatic,RWD,32008,37955,20211
2009,Acura,TL 3.5,White,Automatic,FWD,119625,9992,20211
2016,Ford,Fusion Energi TITANIUM,Silver,CVT,FWD,39348,15991,20211
2016,Ford,Fusion Energi TITANIUM,Gray,CVT,FWD,39875,15991,20211
2016,Kia,Cadenza 4dr Sdn,Black,Automatic,FWD,26112,17700,20211
2012,Toyota,Corolla S,Blue,Automatic,FWD,70687,11390,20211
2011,Hyundai,Sonata SE,Silver,Automatic,FWD,81495,9810,20211
2013,Honda,Civic LX,Red,Automatic,FWD,18380,13000,20211
2013,Audi,A4 2.0T Premium Plus quattro,White,Automatic,AWD,88638,13888,20211
2016,Jaguar,XJ XJ R-Sport,Black,Automatic,RWD,22952,33500,20211
2015,Jaguar,XJ XJL Portfolio,Black,Automatic,RWD,28808,31500,20211
2016,Mercedes-Benz,S 550,Black,Automatic,RWD,31465,49500,20211
2016,Mercedes-Benz,CLS 400,White,Automatic,RWD,33503,32500,20211
2016,Mercedes-Benz,S 550,Gray,Automatic,RWD,43527,48500,20211
2016,Lexus,GS 350 Base,Blue,Automatic,RWD,41874,26500,20211
2014,Mazda,Mazda3 i SV,Silver,Automatic,FWD,46351,11400,20211
2012,Audi,S4 3.0 Premium Plus,Silver,Automatic,AWD,75837,17888,20211
2006,Honda,Accord VP,Other,Automatic,FWD,247366,2991,20211
2011,Mercedes-Benz,C300 Sport,Beige,Automatic,RWD,68432,11691,20211
2013,Lincoln,MKZ Hybrid Base,Red,CVT,FWD,64000,15499,20211
2016,Toyota,Camry SE,White,Automatic,FWD,27693,17499,20211
2015,Lexus,IS 250 250,Silver,Automatic,RWD,44544,23881,20211
2016,Mercedes-Benz,S 550,Black,Automatic,RWD,20223,60188,20211
2015,Acura,TLX Tech,Black,Automatic,FWD,52452,18998,20211
2018,Toyota,Camry SE,Silver,Automatic,FWD,44925,20495,20211
2017,Toyota,Corolla SE,Green,CVT,FWD,18111,16995,20211
2018,Toyota,Camry SE,Silver,Automatic,FWD,30865,21495,20211
2015,Honda,Civic EX-L,Gray,CVT,FWD,67024,14000,20211
2017,Audi,A6,White,Automatic,AWD,21402,36390,20211
2016,Hyundai,Sonata Sport,Silver,Automatic,FWD,35754,14500,20211
2014,Audi,A4 2.0T Premium Plus,Silver,CVT,FWD,33234,15999,20211
2015,Honda,Accord EX-L,Blue,CVT,FWD,19345,16982,20211
2016,Dodge,Charger R/T Scat Pack,White,Automatic,RWD,10957,37250,20211
2017,Lexus,ES 350 Base,Silver,Automatic,FWD,29391,26932,20211
2018,Honda,Accord LX,Gray,CVT,FWD,21718,18982,20211
2018,BMW,530 i,Black,Automatic,RWD,35901,33998,20211
2016,Mercedes-Benz,C 450 AMG 4MATIC,White,Automatic,AWD,39867,36998,20211
2016,Toyota,Mirai Base,White,Automatic,FWD,34356,16393,20211
2016,Lexus,GS 350 F Sport,Silver,Automatic,RWD,24389,36888,20211
2017,Lexus,GS 350 F Sport,Gray,Automatic,RWD,24862,40880,20211
2017,Mercedes-Benz,E 300,White,Automatic,RWD,30877,37982,20211
2016,Audi,A8 L 3.0T,Black,Automatic,AWD,11822,38740,20211
2018,Mazda,Mazda6 Grand Touring Reserve,White,Automatic,FWD,15008,25500,20211
2016,Mazda,Mazda6 i Touring,Silver,Automatic,FWD,28405,17500,20211
2017,BMW,330e iPerformance,Other,Automatic,RWD,37606,23995,20211
2016,Toyota,Corolla S,Red,CVT,FWD,74761,14900,20211
2018,Toyota,Camry LE,White,Automatic,FWD,29317,18372,20211
2012,Volkswagen,CC Lux,Black,Automatic,FWD,82932,9010,20211
2016,Audi,S6 4.0T quattro Premium Plus,Gray,Automatic,AWD,13303,48998,20211
2016,BMW,535 i,Blue,Automatic,RWD,27607,27998,20211
2018,INFINITI,Q50 3.0t Sport,Gray,Automatic,RWD,53586,23890,20211
2016,Honda,Accord Sport,White,CVT,FWD,20974,19991,20211
2011,Toyota,Camry LE,Silver,Automatic,FWD,44908,11988,20211
2013,Hyundai,Equus Signature,Black,Automatic,RWD,77220,19500,20211
2017,Mercedes-Benz,E 300,Black,Automatic,RWD,18012,34840,20211
2014,Lexus,IS 250 Base,Silver,Automatic,RWD,60743,20560,20211
2017,Honda,Accord Sport SE,White,CVT,FWD,28132,21180,20211
2017,Audi,A4 2.0T Premium Plus,Gray,Automatic,AWD,20971,30000,20211
2016,Mercedes-Benz,C 300,White,Automatic,RWD,40801,23480,20211
2016,Mercedes-Benz,C 300,Black,Automatic,RWD,17295,27480,20211
2018,INFINITI,Q70 3.7X LUXE,Blue,Automatic,RWD,29461,26360,20211
2016,Nissan,Maxima 3.5 S,Red,CVT,FWD,61988,16999,20211
2016,INFINITI,Q50 3.0T Sport,White,Automatic,RWD,35278,27221,20211
2012,Nissan,Altima 2.5 S,White,CVT,FWD,98212,10599,20211
2017,Lincoln,Continental Reserve,Gold,Automatic,FWD,50663,29790,20211
2016,Dodge,Charger R/T,Silver,Automatic,RWD,60969,23000,20211
2016,Chrysler,300 S,Black,Automatic,RWD,27150,20989,20211
2016,Mazda,Mazda6 i Sport,Gray,Manual,FWD,28444,15989,20211
2019,Acura,ILX Base,White,Automatic,FWD,6906,23989,20211
2016,Volvo,S80 T5 Drive-E,Silver,Automatic,FWD,11068,22489,20211
2017,BMW,M3 Base,Gray,Automatic,RWD,22075,54000,20211
2014,Ford,Fusion SE,Black,Automatic,FWD,76672,9999,20211
2016,Mercedes-Benz,C 300,Blue,Automatic,RWD,35325,24282,20211
2016,Mercedes-Benz,CLA 250,White,Automatic,FWD,27691,22782,20211
2015,Maserati,Ghibli S Q4,Blue,Automatic,AWD,21646,32593,20211
2016,Mercedes-Benz,E 400,Black,Automatic,RWD,30330,28488,20211
2016,Ford,Fusion Energi SE Luxury,White,CVT,FWD,60635,12995,20211
2013,Honda,Civic Si,White,Manual,FWD,75205,15990,20211
2016,Mercedes-Benz,C 350e,White,Automatic,RWD,16178,28998,20211
2017,Audi,A4 2.0T Premium,White,Automatic,FWD,31685,23900,20211
2017,Subaru,WRX STI Limited w/ Wing,White,Manual,AWD,31214,31888,20211
2014,Audi,A4 2.0T Premium Plus quattro,Gray,Automatic,AWD,36582,16884,20211
2017,Honda,Accord Sport,Black,CVT,FWD,39585,18900,20211
2016,Chrysler,300 Anniversary Edition,White,Automatic,RWD,25161,20370,20211
2014,Lexus,IS 250 Base,Silver,Automatic,RWD,60743,20560,20211
2019,Honda,Insight Touring,White,CVT,FWD,2700,24700,20211
2019,Toyota,Avalon Touring,Gray,Automatic,FWD,1399,35340,20211
2010,Porsche,Panamera Turbo,Black,Automatic,AWD,57008,35500,20211
2016,Lexus,IS 200t Base,Silver,Automatic,RWD,37688,24800,20211
2019,Audi,A8 L 55,White,Automatic,AWD,3640,80997,20211
2011,Jaguar,XJ Base,Black,Automatic,RWD,76190,26995,20211
2018,Toyota,Camry SE,Silver,Automatic,FWD,47846,20995,20211
2016,Honda,Civic EX,White,CVT,FWD,21010,17971,20211
2018,Subaru,Legacy 2.5i Limited,Blue,CVT,AWD,27117,20000,20211
2014,Ford,Fusion Hybrid SE,Silver,CVT,FWD,30945,12900,20211
2016,Mazda,Mazda3 i Sport,Blue,Automatic,FWD,33862,14910,20211
2017,Lexus,IS 200t Base,Black,Automatic,RWD,30122,27980,20211
2016,BMW,328 i,Gray,Automatic,RWD,35658,18700,20211
2016,Toyota,Corolla S,Silver,CVT,FWD,42024,13995,20211
2016,BMW,528 i,Black,Automatic,RWD,40043,20500,20211
2015,Chrysler,200 Limited,White,Automatic,FWD,83183,8995,20211
2016,Lexus,IS 200t Base,Silver,Automatic,RWD,38162,22800,20211
2018,Mercedes-Benz,C 300,White,Automatic,RWD,30337,24888,20211
2012,Mercedes-Benz,E 350 Sport,Black,Automatic,RWD,104285,12996,20211
2017,Mercedes-Benz,E 300,Gray,Automatic,RWD,20945,39485,20211
2018,Toyota,Avalon,Other,Automatic,FWD,30230,18999,20211
2017,Nissan,Altima 2.5 SV,Silver,CVT,FWD,86375,11149,20211
2017,BMW,330 i,White,Automatic,RWD,20317,24492,20211
2016,Volkswagen,Passat 1.8T SE,White,Automatic,FWD,42659,13900,20211
2014,Lexus,LS 460 Base,White,Automatic,RWD,54666,30400,20211
2014,BMW,750 Li,Black,Automatic,RWD,49053,30800,20211
2016,Lexus,ES 300h Base,Gray,CVT,FWD,24850,27774,20211
2016,Volvo,S60 T5 Drive-E Premier,White,Automatic,FWD,39467,18991,20211
2017,Volvo,S90 T5 Momentum,Gray,Automatic,FWD,26669,28552,20211
2016,Acura,RLX with Technology Package,White,Automatic,FWD,18901,28943,20211
2016,Mercedes-Benz,C 300,Black,Automatic,AWD,28212,25310,20211
2014,Acura,RLX Technology Package,Gray,Automatic,FWD,47895,22998,20211
2016,Jaguar,XJ XJ R-Sport,White,Automatic,RWD,41162,33998,20211
2017,Ford,Fusion SE,Silver,Automatic,FWD,11122,15995,20211
2015,Chrysler,200 C,Gray,Automatic,FWD,60476,12981,20211
2014,Ford,Fusion SE,White,Automatic,FWD,41576,11500,20211
2015,Maserati,Ghibli S Q4,Gray,Automatic,AWD,31469,29999,20211
2018,Chevrolet,Malibu LT,Gray,Automatic,FWD,43201,15595,20211
2017,Honda,Accord Hybrid Base,Gray,CVT,FWD,49295,17874,20211
2016,Mercedes-Benz,C 300,Black,Automatic,RWD,9366,26981,20211
2016,BMW,740 i,Black,Automatic,RWD,72927,31995,20211
2010,Lexus,ES 350,Silver,Automatic,FWD,100989,11995,20211
2015,Audi,A4 2.0T Premium,Gold,CVT,FWD,29116,16999,20211
2015,INFINITI,Q50 Premium,Blue,Automatic,RWD,36977,19981,20211
2014,Lexus,GS 350 Base,Black,Automatic,RWD,69088,21880,20211
2016,Mercedes-Benz,C300 Sport,White,Automatic,RWD,29651,27981,20211
2016,Mercedes-Benz,C300 4MATIC Sport,Silver,Automatic,AWD,30222,27981,20211
2015,BMW,328 i,White,Automatic,RWD,35246,16990,20211
2017,Honda,Civic LX,Gray,CVT,FWD,24295,15580,20211
2015,Jaguar,XJ XJL Supercharged,Black,Automatic,RWD,35012,36750,20211
2017,Audi,A4 Season of Audi Premium,Black,Automatic,AWD,31492,24200,20211
2017,Ford,Taurus Limited,Black,Automanual,FWD,36162,16876,20211
2010,Nissan,Maxima SV,Black,CVT,FWD,147378,8499,20211
2017,Honda,Civic EX,Silver,CVT,FWD,58212,15995,20211
2015,Subaru,Legacy 2.5i Premium,White,CVT,AWD,26396,16995,20211
2018,Ford,Fusion Titanium,Gold,Automatic,AWD,43845,15481,20211
2016,Lexus,ES 350 Base,White,Automatic,FWD,24958,23993,20211
2015,Jaguar,XF 2.0T Premium,Black,Automatic,RWD,30276,20998,20211
2016,Mercedes-Benz,CLS 400,Gray,Automatic,RWD,33777,36998,20211
2015,BMW,M3 Base,White,Manual,RWD,38197,44995,20211
2017,Honda,Accord Sport,White,CVT,FWD,27629,19000,20211
2016,Honda,Civic EX-T,Black,CVT,FWD,67382,15500,20211
2015,Acura,ILX 2.0L,White,Automatic,FWD,83760,12000,20211
2011,Cadillac,CTS-V Base,Silver,Automatic,RWD,93779,28900,20211
2018,Dodge,Charger R/T 392,Black,Automatic,RWD,12913,36430,20211
2016,Subaru,WRX,Blue,Manual,AWD,23286,25660,20211
2017,Lincoln,MKZ Reserve,Green,Automatic,FWD,9510,26320,20211
2019,Genesis,G70 2.0T Advanced,Blue,Automatic,AWD,4096,34070,20211
2017,BMW,750 i xDrive,Gray,Automatic,AWD,19507,53540,20211
2017,Chevrolet,Malibu 1LT,Gray,Automatic,FWD,44375,13995,20211
2017,Audi,A4 2.0T Premium,Black,Automatic,AWD,31253,23700,20211
2017,Honda,Civic EX-L,Gray,CVT,FWD,11501,19300,20211
2014,Ford,Taurus Limited,Gold,Automatic,FWD,62254,13989,20211
2016,Toyota,Corolla L,Gray,Automatic,FWD,64263,13830,20211
2013,Dodge,Charger R/T,White,Automatic,RWD,39721,20000,20211
2018,Chevrolet,Malibu 1LS,White,Automatic,FWD,11026,15989,20211
2016,Volkswagen,Jetta 1.8T Sport,Gray,Automatic,FWD,26653,15489,20211
2016,Jaguar,XF 35t Premium,Gray,Automatic,RWD,25452,24789,20211
2016,Chrysler,300C Platinum,White,Automatic,RWD,50543,21989,20211
2019,Dodge,Charger R/T,Black,Automatic,RWD,12197,31989,20211
2016,Lexus,ES 350 Base,White,Automatic,FWD,62456,23489,20211
2017,Dodge,Charger SE,Green,Automatic,RWD,22853,31789,20211
2016,BMW,528 i,White,Automatic,RWD,30753,25500,20211
2015,Mercedes-Benz,S 550 4MATIC,Black,Automatic,AWD,49927,45900,20211
2017,Ford,Focus S,White,Automatic,FWD,17441,11699,20211
2013,BMW,M5 Base,Silver,Automatic,RWD,75528,31888,20211
2019,Cadillac,CTS 3.6L Luxury,Silver,Automatic,RWD,23941,30973,20211
2018,Nissan,Altima 2.5 SV,White,CVT,FWD,47181,14995,20211
2014,Mercedes-Benz,CLS 550,Gray,Automatic,RWD,72859,23888,20211
2010,Chrysler,Sebring Touring,Black,Automatic,FWD,73961,7300,20211
2017,Nissan,Maxima Platinum,White,CVT,FWD,43916,23470,20211
2016,Mercedes-Benz,CLA 250,Black,Automanual,FWD,16270,24710,20211
2015,Toyota,Corolla LE Plus,Red,CVT,FWD,50101,14320,20211
2010,Acura,TSX 2.4,Silver,Automatic,FWD,81025,10088,20211
2015,Audi,A8 L 3.0T,Gray,Automatic,AWD,70748,27500,20211
2019,Dodge,Charger SRT Hellcat,Black,Automatic,RWD,16536,56500,20211
2016,Jaguar,XF S,Green,Automatic,RWD,35339,31993,20211
2014,Lexus,ES 300h Base,Black,CVT,FWD,87672,18500,20211
2017,Cadillac,ATS 2.0L Turbo Luxury,Silver,Automatic,AWD,25649,21600,20211
2015,Nissan,Versa S Plus,Silver,CVT,FWD,26095,9995,20211
2014,Lexus,ES 300h Base,Black,CVT,FWD,87672,18500,20211
2016,Toyota,Corolla L,Silver,Automatic,FWD,20257,14577,20211
2017,Hyundai,Elantra Sport,Gray,Manual,FWD,25465,16700,20211
2016,Lexus,IS 200t Base,Silver,Automatic,RWD,36218,22400,20211
2017,Alfa,Romeo Giulia Ti,White,Automatic,RWD,22882,25600,20211
2015,Audi,A6 2.0T Premium Plus,White,CVT,FWD,51329,18995,20211
2016,Lexus,GS 200t Base,Silver,Automatic,RWD,34490,24500,20211
2016,BMW,740 i,Gray,Automatic,RWD,35820,36995,20211
2016,BMW,328 i,Silver,Automatic,RWD,36288,18300,20211
2016,BMW,740 i,Black,Automatic,RWD,41667,35500,20211
2017,BMW,540 i,Black,Automatic,RWD,26856,36800,20211
2013,BMW,328 i xDrive,Red,Automatic,AWD,54354,14998,20211
2013,BMW,ActiveHybrid 3 Base,Other,Automatic,RWD,105377,10814,20211
2016,Hyundai,Elantra SE,Black,Manual,FWD,33010,11313,20211
2018,BMW,530 i xDrive,Black,Automatic,AWD,9425,42164,20211
2016,Acura,TLX FWD,Silver,Automanual,FWD,66558,17498,20211
2016,Volkswagen,Jetta 1.8T SEL,White,Automatic,FWD,13300,15500,20211
2016,Nissan,Maxima 3.5 Platinum,White,CVT,FWD,20953,23998,20211
2016,Ford,Fusion SE,Red,Automatic,FWD,25381,13333,20211
2015,BMW,335 i,Black,Automatic,RWD,27500,26000,20211
2018,Toyota,Corolla LE,Silver,CVT,FWD,28280,14985,20211
2016,Hyundai,Sonata SE,Red,Automatic,FWD,58457,11599,20211
2013,Lexus,GS 350 Base,Black,Automatic,RWD,103400,16500,20211
2018,Toyota,Camry Hybrid HYBRID LE SEDAN,Blue,CVT,FWD,19267,25992,20211
2016,Audi,A4 2.0T Premium quattro,Black,Automatic,AWD,26628,19591,20211
2017,BMW,330 i xDrive,Gray,Automatic,AWD,12526,29351,20211
2016,Honda,Civic LX,Gray,CVT,FWD,35803,15363,20211
2013,BMW,328 i,Silver,Automatic,RWD,50962,15881,20211
2017,Mercedes-Benz,E 300 Luxury,Black,Automatic,RWD,24903,37950,20211
2015,Chevrolet,Cruze Diesel,Black,Automatic,FWD,55451,13998,20211
2014,Mercedes-Benz,CLA 250,Gray,Automatic,FWD,30711,20998,20211
2011,Toyota,Camry LE,Silver,Automatic,FWD,161377,5891,20211
2018,Toyota,Camry SE,Gray,Automatic,FWD,24340,20898,20211
2012,Lexus,IS 250 Base,White,Automatic,RWD,51287,16990,20211
2012,Hyundai,Sonata GLS,Silver,Automatic,FWD,65758,9255,20211
2018,Acura,TLX V6 w/Technology Package,White,Automatic,AWD,22722,31981,20211
2019,Toyota,Camry Hybrid SE,White,CVT,FWD,30311,26981,20211
2016,Cadillac,CTS 2.0L Turbo Standard,Black,Automatic,RWD,30544,21794,20211
2018,Genesis,G80 5.0 Ultimate,Silver,Automatic,RWD,4557,39999,20211
2016,INFINITI,Q70 3.7,Blue,Automatic,RWD,41527,24995,20211
2015,Audi,S3 2.0T Premium Plus,Purple,Automatic,AWD,24286,27982,20211
2017,Subaru,WRX Limited,Blue,Manual,AWD,31291,26300,20211
2015,Mercedes-Benz,S 550,Silver,Automatic,RWD,60992,44995,20211
2015,Toyota,Corolla S Premium,Gray,CVT,FWD,154754,9995,20211
2019,Cadillac,CTS 3.6L Luxury,White,Automatic,AWD,20005,38750,20211
2014,Mercedes-Benz,CLA 250,White,Automatic,FWD,46712,21561,20211
2014,Lexus,ES 300h Base,Gray,CVT,FWD,56228,23980,20211
2016,Ford,Fusion Energi SE Luxury,Gray,CVT,FWD,29841,14575,20211
2016,Mercedes-Benz,CLA 250,Gray,Automatic,FWD,26646,21388,20211
2017,Mazda,Mazda6 Touring,White,Automatic,FWD,17026,20000,20211
2016,Subaru,WRX STI Limited,Blue,Manual,AWD,36927,29000,20211
2018,Nissan,Altima 2.5 S,Gray,CVT,FWD,24417,14772,20211
2017,Honda,Accord Hybrid,White,CVT,FWD,39460,18975,20211
2013,Volvo,S60 T5 Premier,Red,Automatic,FWD,69887,11340,20211
2018,Volkswagen,Passat 3.6L V6 GT,White,Automatic,FWD,1072,23900,20211
2017,Honda,Civic Si,White,Manual,FWD,13929,21145,20211
2016,Lexus,IS 200t Base,Gray,Automatic,RWD,25215,24908,20211
2019,Acura,TLX V6,Blue,Automatic,FWD,8560,28981,20211
2016,Buick,LaCrosse Leather,Red,Automatic,FWD,11656,18492,20211
2017,Ford,Fusion S,Gray,Automatic,FWD,28883,14998,20211
2009,BMW,750 i,Other,Automatic,RWD,57098,16995,20211
2018,Mazda,Mazda6 Grand Touring,Blue,Automatic,FWD,6363,24000,20211
2018,BMW,740 i,Black,Automatic,RWD,23048,41998,20211
2015,Toyota,Camry Hybrid SE,Silver,CVT,FWD,80274,15988,20211
2016,Lexus,ES 300h Base,Silver,CVT,FWD,67704,23600,20211
2017,Mazda,Mazda6 Grand Touring,Gray,Automatic,FWD,31831,22450,20211
2016,Cadillac,XTS Luxury Collection,Blue,Automatic,FWD,4439,28290,20211
2017,Nissan,Altima 2.5 SV,Gray,CVT,FWD,48462,15840,20211
2013,Lexus,ES 350 Base,Red,Automatic,FWD,65658,19240,20211
2013,Dodge,Dart SE,White,Manual,FWD,100604,5998,20211
2018,Lexus,IS 300,Silver,Automatic,RWD,19146,30980,20211
2016,Mercedes-Benz,E 350,White,Automatic,RWD,48333,24450,20211
2018,Kia,Forte LX,Black,Automatic,FWD,22135,12500,20211
2013,Dodge,Dart Limited/GT,Silver,Automatic,FWD,111822,7995,20211
2014,Toyota,Camry L,White,Automatic,FWD,58198,12988,20211
2018,Honda,Accord Touring,Blue,CVT,FWD,3874,32080,20211
2016,Volkswagen,Jetta 1.8T Sport,Gray,Automatic,FWD,12739,15000,20211
2017,Audi,A4 2.0T Premium Plus,Silver,Automatic,AWD,20878,28600,20211
2016,Volkswagen,Jetta 1.4T SE,Gray,Automatic,FWD,22587,14700,20211
2018,Honda,Civic EX,Red,CVT,FWD,39168,16900,20211
2016,Mercedes-Benz,C 300,Black,Automatic,RWD,40729,19958,20211
2018,Toyota,Camry SE,Silver,Automatic,FWD,35118,22278,20211
2016,Dodge,Dart SXT,Silver,Automatic,FWD,74475,10950,20211
2015,Dodge,Charger R/T,Blue,Automatic,RWD,39466,24189,20211
2015,Mercedes-Benz,C 300,Gray,Automatic,RWD,86228,18599,20211
2015,Lexus,IS 350,White,Automatic,RWD,37597,31988,20211
2017,Dodge,Charger SE,Gray,Automatic,RWD,11634,21489,20211
2019,Cadillac,XTS Luxury,Other,Automatic,FWD,19824,28789,20211
